0	0.061120573
9.68E-04	0.061370492
0.00871158	0.061722048
0.003871813	0.06208255
9.68E-04	0.062387027
0.001935907	0.06279696
0.00580772	0.062949196
0.009679534	0.06347836
0.022262927	0.063741185
0.01742316	0.06417766
0.016455207	0.064262725
0.027102692	0.06481976
0.025166787	0.065086246
0.04065404	0.065482244
0.037750177	0.065701805
0.039686084	0.06615221
0.042589948	0.0664099
0.038718134	0.066739894
0.043557897	0.066920005
0.048397668	0.067448
0.048397668	0.067728415
0.05517334	0.06802409
0.06098106	0.068416275
0.058077198	0.06873865
0.06775673	0.069081254
0.062916964	0.06928043
0.073564455	0.069760166
0.073564455	0.07001522
0.07840422	0.070425145
0.08130808	0.0705724
0.09001966	0.07114219
0.085179895	0.07140487
0.08808376	0.07176009
0.09001966	0.07193154
0.098731235	0.07248227
0.097763285	0.07275639
0.098731235	0.073106624
0.10647487	0.07337312
0.10260305	0.0738071
0.109378725	0.074055836
0.11131463	0.074371755
0.11712235	0.074798256
0.12196212	0.0750495
0.12002621	0.075408675
0.12196212	0.075637035
0.13164166	0.07609008
0.1345455	0.076356575
0.1326096	0.076744944
0.13744937	0.07691375
0.14422505	0.07749748
0.14712891	0.0777031
0.15390459	0.078049526
0.15874434	0.07833757
0.15487254	0.078770235
0.16455206	0.07906342
0.16164821	0.07945311
0.16164821	0.07963703
0.17035979	0.080130704
0.16164821	0.08037812
0.17132774	0.08071707
0.17423159	0.08102785
0.17810342	0.08142253
0.18294318	0.08168653
0.186815	0.08198352
0.18971884	0.08241119
0.1906868	0.08268018
0.19939838	0.08306605
0.1906868	0.0833236
0.2032702	0.083744965
0.19843043	0.08403169
0.20617406	0.08436418
0.21488564	0.08453813
0.22262926	0.0851421
0.21198177	0.08540228
0.2197254	0.085794464
0.2177895	0.0860457
0.22359721	0.08645431
0.22940494	0.08673356
0.23230879	0.087059595
0.2342447	0.08742508
0.23230879	0.087747455
0.23327674	0.088040635
0.2429563	0.08833118
0.24005242	0.08877411
0.2448922	0.08903928
0.25166786	0.089425154
0.25360376	0.08958121
0.25166786	0.09012695
0.25747558	0.09037686
0.2652192	0.090664916
0.26134738	0.09102923
0.26231533	0.09146072
0.27683467	0.09171958
0.2719949	0.09212687
0.2758667	0.09221061
0.2816744	0.09278803
0.27877057	0.09305203
0.2836103	0.09342133
0.28748214	0.09365996
0.28941804	0.09410919
0.29619372	0.09436674
0.29328984	0.09467386
0.29135394	0.095111646
0.2816744	0.09537432
0.29232192	0.09577032
0.29232192	0.09597976
0.29716167	0.09648986
0.3029694	0.09667128
0.30974507	0.0970711
0.30780917	0.09734389
0.32039255	0.09782994
0.31458485	0.09802662
0.31555277	0.09846324
0.31748867	0.098686606
0.32136053	0.09913965
0.32813615	0.09939969
0.32910413	0.099753745
0.33297592	0.100077435
0.33491182	0.100435294
0.3397516	0.10070809
0.34362343	0.101027966
0.34555936	0.10138583
0.35330296	0.10174237
0.35136706	0.102057114
0.35814273	0.10228811
0.3668543	0.10280716
0.36007863	0.1029924
0.3707261	0.10341875
0.37459794	0.103630684
0.3755659	0.10412304
0.37943769	0.10436416
0.38427746	0.10481984
0.3920211	0.10497839
0.39298904	0.1054835
0.39976472	0.10571186
0.40073267	0.106097735
0.40170062	0.10627535
0.40944424	0.106761396
0.41138017	0.10701014
0.4104122	0.10735788
0.41718787	0.107673794
0.42202765	0.108058356
0.4210597	0.10834142
0.42880332	0.108635776
0.42977127	0.10906594
0.42977127	0.1093427
0.43267512	0.109650984
0.43848285	0.10990486
0.44041875	0.11044166
0.44138673	0.11067515
0.4520342	0.111081265
0.4481624	0.11117381
0.45687398	0.111768976
0.46074578	0.112016544
0.46655348	0.112425156
0.46558556	0.112591326
0.46655348	0.11310656
0.46752146	0.113368064
0.47236124	0.113723285
0.47526506	0.11397335
0.47816893	0.11440983
0.47623304	0.11465476
0.47816893	0.11497214
0.4868805	0.11542138
0.4859126	0.11568273
0.49268827	0.1161041
0.4936562	0.11638452
0.4955921	0.11674107
0.5013998	0.11703293
0.5023678	0.117463246
0.5091435	0.11768911
0.5072075	0.11815609
0.5120473	0.11840352
0.51688707	0.118777804
0.51979095	0.11903036
0.52172685	0.119441606
0.52753454	0.119702965
0.53140634	0.12004059
0.5323743	0.12039728
0.5352782	0.1207525
0.5401179	0.12104436
0.5468936	0.12134004
0.5430218	0.12179558
0.55076545	0.122035526
0.5517334	0.122439146
0.5488295	0.12258112
0.55754113	0.12314725
0.55947703	0.123404786
0.56141293	0.123793155
0.55463725	0.124045715
0.5478616	0.12449363
0.5488295	0.12475
0.55850905	0.12511432
0.56141293	0.12533373
0.5691565	0.12580717
0.5681886	0.12605444
0.5701245	0.12641758
0.5730283	0.12666486
0.5749643	0.12711923
0.5788361	0.12739348
0.5865797	0.12766512
0.58754766	0.12813826
0.58851564	0.12835151
0.5952913	0.12873107
0.5952913	0.12895165
0.5991631	0.12947583
0.5981952	0.12967002
0.60787463	0.13014463
0.6069067	0.13022706
0.6117465	0.13082868
0.61949015	0.13101788
0.61949015	0.13146316
0.621426	0.13162184
0.62529784	0.13213195
0.62723374	0.1323933
0.63110554	0.13274735
0.6340094	0.13306473
0.6330415	0.1334443
0.63110554	0.13374497
0.63110554	0.13401893
0.6398172	0.1344466
0.64272106	0.13471824
0.6475608	0.13504705
0.6446569	0.13527292
0.65046465	0.13576894
0.6514326	0.13601387
0.6553044	0.1364175
0.6601442	0.136712
0.6669199	0.13714202
0.664016	0.13739985
0.6649839	0.13781081
0.66208005	0.1379657
0.6688557	0.13847579
0.6669199	0.13874125
0.6688557	0.13910528
0.6678878	0.13938189
0.6717596	0.13978434
0.6649839	0.14002399
0.6717596	0.14035545
0.6727275	0.14075379
0.6824071	0.14105445
0.683375	0.14137682
0.68531096	0.14165226
0.6862789	0.1420418
0.6911187	0.14235654
